system_job_id,education_display,education_source,experience_display,experience_source
5186007690,High School Diploma/GED,nlp_inferred,,not_specified
5186012321,High School Diploma/GED,nlp_inferred,,not_specified
5186007363,High School Diploma/GED,nlp_inferred,18 months,nlp_inferred
5238905199,Bachelor's Degree,nlp_inferred,6-7 months,nlp_inferred
5238911011,Bachelor's Degree,nlp_inferred,30 years,nlp_inferred
5235647053,High School Diploma/GED,nlp_inferred,6 months,nlp_inferred
951411912,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5025305166,Bachelor's Degree,nlp_inferred,12 years,nlp_inferred
5236823899,Doctorate,nlp_inferred,,not_specified
5216086220,Doctorate,nlp_inferred,,not_specified
5260257070,High School Diploma/GED,nlp_inferred,,not_specified
5186009463,High School Diploma/GED,nlp_inferred,,not_specified
5186011933,Master's Degree,nlp_inferred,8 years,nlp_inferred
5186010561,Master's Degree,nlp_inferred,2 years,nlp_inferred
5186008921,Bachelor's Degree,nlp_inferred,,not_specified
5186007146,Master's Degree,nlp_inferred,3 months,nlp_inferred
5186011028,Bachelor's Degree,nlp_inferred,,not_specified
5186012286,Associate Degree,nlp_inferred,1 years,nlp_inferred
5253724404,Associate Degree,nlp_inferred,,not_specified
5253724415,Associate Degree,nlp_inferred,,not_specified
5243570829,High School Diploma/GED,nlp_inferred,,not_specified
5255461651,Bachelor's Degree,nlp_inferred,,not_specified
5250548253,Doctorate,nlp_inferred,12 months,nlp_inferred
5272787289,,not_specified,2 years,nlp_inferred
5272787376,,not_specified,2 years,nlp_inferred
5255316821,Doctorate,nlp_inferred,7 years,nlp_inferred
5259934280,Doctorate,nlp_inferred,Entry level / no experience,nlp_inferred
5255461332,,not_specified,,not_specified
5259942919,Doctorate,nlp_inferred,Entry level / no experience,nlp_inferred
5270299171,Bachelor's Degree,nlp_inferred,,not_specified
5264137296,Bachelor's Degree,nlp_inferred,1 years,nlp_inferred
5259942716,Doctorate,nlp_inferred,12 months,nlp_inferred
4511306761,Bachelor's Degree,nlp_inferred,,not_specified
5260533730,,not_specified,,not_specified
5270295199,Bachelor's Degree,nlp_inferred,,not_specified
5215852524,Bachelor's Degree,nlp_inferred,1 years,nlp_inferred
5186008596,Doctorate,nlp_inferred,,not_specified
5186010904,Associate Degree,nlp_inferred,,not_specified
5186008083,Doctorate,nlp_inferred,,not_specified
5198496690,Bachelor's Degree,nlp_inferred,,not_specified
5224594628,Associate Degree,nlp_inferred,6 months,nlp_inferred
5186008948,Bachelor's Degree,nlp_inferred,,not_specified
5186011446,Bachelor's Degree,nlp_inferred,,not_specified
5186007748,Bachelor's Degree,nlp_inferred,2 years,nlp_inferred
5186008009,High School Diploma/GED,nlp_inferred,18 months,nlp_inferred
5186009790,Bachelor's Degree,nlp_inferred,,not_specified
5186007442,Associate Degree,nlp_inferred,,not_specified
5186017126,Doctorate,nlp_inferred,,not_specified
5186125129,Bachelor's Degree,nlp_inferred,1 years,nlp_inferred
5186010018,Master's Degree,nlp_inferred,3 months,nlp_inferred
5186011144,Master's Degree,nlp_inferred,,not_specified
5186008825,Bachelor's Degree,nlp_inferred,1 years,nlp_inferred
5186008750,Doctorate,nlp_inferred,,not_specified
5186012512,Bachelor's Degree,nlp_inferred,,not_specified
5186007911,High School Diploma/GED,nlp_inferred,,not_specified
5186009366,Bachelor's Degree,nlp_inferred,,not_specified
5191420828,,not_specified,,not_specified
5195825411,,not_specified,12 months,nlp_inferred
5139261453,High School Diploma/GED,nlp_inferred,1 years,nlp_inferred
5240579972,High School Diploma/GED,nlp_inferred,,not_specified
5177501710,,not_specified,Entry level / no experience,nlp_inferred
5186011561,Bachelor's Degree,nlp_inferred,,not_specified
5186010309,High School Diploma/GED,nlp_inferred,,not_specified
5154771520,Bachelor's Degree,nlp_inferred,2 years,nlp_inferred
5186010878,Associate Degree,nlp_inferred,,not_specified
5186010610,Master's Degree,nlp_inferred,3 months,nlp_inferred
5186010104,Certification,nlp_inferred,6 months,nlp_inferred
5186017985,High School Diploma/GED,nlp_inferred,,not_specified
5238911006,,not_specified,5 years,nlp_inferred
5236656996,,not_specified,8 years,nlp_inferred
5274227684,Certification,nlp_inferred,,not_specified
5236778436,,not_specified,15 years,nlp_inferred
5239125823,Certification,nlp_inferred,2 years,nlp_inferred
5265687330,Bachelor's Degree,nlp_inferred,,not_specified
5186007804,High School Diploma/GED,nlp_inferred,,not_specified
5193060347,Master's Degree,nlp_inferred,14-0 years,nlp_inferred
5259678562,Associate Degree,nlp_inferred,,not_specified
5259678802,Master's Degree,nlp_inferred,6 years,nlp_inferred
5186008076,Doctorate,nlp_inferred,,not_specified
5259679722,Bachelor's Degree,nlp_inferred,10 years,nlp_inferred
5186011354,Bachelor's Degree,nlp_inferred,1 years,nlp_inferred
5196623620,High School Diploma/GED,nlp_inferred,,not_specified
5186127275,Bachelor's Degree,nlp_inferred,,not_specified
5186012514,Associate Degree,nlp_inferred,1 years,nlp_inferred
5207366195,Associate Degree,nlp_inferred,,not_specified
5252410787,Master's Degree,nlp_inferred,4 years,nlp_inferred
5193060782,High School Diploma/GED,nlp_inferred,1 years,nlp_inferred
5259756480,Doctorate,nlp_inferred,5 years,nlp_inferred
5186008378,High School Diploma/GED,nlp_inferred,,not_specified
5186012359,Doctorate,nlp_inferred,,not_specified
5186012604,Bachelor's Degree,nlp_inferred,,not_specified
5186008677,Master's Degree,nlp_inferred,2 years,nlp_inferred
5259777396,High School Diploma/GED,nlp_inferred,,not_specified
5223148325,Master's Degree,nlp_inferred,7 years,nlp_inferred
5193059433,Master's Degree,nlp_inferred,14-0 years,nlp_inferred
5236591789,High School Diploma/GED,nlp_inferred,5 years,nlp_inferred
5186010072,High School Diploma/GED,nlp_inferred,,not_specified
5186011589,Doctorate,nlp_inferred,,not_specified
5238904366,Bachelor's Degree,nlp_inferred,35 years,nlp_inferred
5236653912,,not_specified,8 years,nlp_inferred
5239123894,Certification,nlp_inferred,2 years,nlp_inferred
5212298675,Certification,nlp_inferred,16 years,nlp_inferred
5262258594,High School Diploma/GED,nlp_inferred,90 months,nlp_inferred
5186011378,Bachelor's Degree,nlp_inferred,50 years,nlp_inferred
5186007574,High School Diploma/GED,nlp_inferred,1 years,nlp_inferred
5272621425,,not_specified,1 years,nlp_inferred
5186010410,Bachelor's Degree,nlp_inferred,,not_specified
5186010708,Master's Degree,nlp_inferred,,not_specified
5186010219,Associate Degree,nlp_inferred,,not_specified
5186009080,Doctorate,nlp_inferred,,not_specified
5186012006,Associate Degree,nlp_inferred,,not_specified
5177496820,,not_specified,Entry level / no experience,nlp_inferred
5259797821,Master's Degree,nlp_inferred,4 years,nlp_inferred
5275499086,Associate Degree,nlp_inferred,6 months,nlp_inferred
5264108307,,not_specified,2 years,nlp_inferred
5191399763,High School Diploma/GED,nlp_inferred,,not_specified
5259934519,Associate Degree,nlp_inferred,2 years,nlp_inferred
5259933119,Associate Degree,nlp_inferred,12 months,nlp_inferred
5259935616,Doctorate,nlp_inferred,12 months,nlp_inferred
5186009860,Associate Degree,nlp_inferred,13-5 years,nlp_inferred
5186008193,Bachelor's Degree,nlp_inferred,,not_specified
5262258100,Bachelor's Degree,nlp_inferred,0 months,nlp_inferred
5186009505,Master's Degree,nlp_inferred,3 months,nlp_inferred
5262351664,Associate Degree,nlp_inferred,,not_specified
5262385065,Master's Degree,nlp_inferred,2-5 years,nlp_inferred
5186019268,Doctorate,nlp_inferred,,not_specified
5186009332,Bachelor's Degree,nlp_inferred,,not_specified
5262506531,,not_specified,,not_specified
5186127552,High School Diploma/GED,nlp_inferred,,not_specified
5223106076,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5148228723,Master's Degree,nlp_inferred,3 months,nlp_inferred
5271739574,,not_specified,Entry level / no experience,nlp_inferred
5186124909,High School Diploma/GED,nlp_inferred,,not_specified
5186011164,Doctorate,nlp_inferred,,not_specified
5186011770,Doctorate,nlp_inferred,,not_specified
5186008150,,not_specified,2 years,nlp_inferred
5212290161,Certification,nlp_inferred,16 years,nlp_inferred
5212300548,Certification,nlp_inferred,,not_specified
5193056223,High School Diploma/GED,nlp_inferred,12 months,nlp_inferred
5278736067,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5186007596,Bachelor's Degree,nlp_inferred,,not_specified
5278800972,Certification,nlp_inferred,,not_specified
5078746353,High School Diploma/GED,nlp_inferred,10 months,nlp_inferred
5224636581,Bachelor's Degree,nlp_inferred,5 years,nlp_inferred
5239120119,Doctorate,nlp_inferred,Entry level / no experience,nlp_inferred
5186124571,High School Diploma/GED,nlp_inferred,,not_specified
5186007450,,not_specified,,not_specified
5138385922,Associate Degree,nlp_inferred,5 years,nlp_inferred
5202112849,,not_specified,1-2 years,nlp_inferred
5264605084,Bachelor's Degree,nlp_inferred,Entry level / no experience,nlp_inferred
5231581873,Associate Degree,nlp_inferred,3 months,nlp_inferred
5233298290,Bachelor's Degree,nlp_inferred,6 months,nlp_inferred
5104990527,,not_specified,,not_specified
5283030816,,not_specified,Entry level / no experience,nlp_inferred
5283045263,,not_specified,Entry level / no experience,nlp_inferred
5283053304,,not_specified,3 months,nlp_inferred
5283053424,,not_specified,Entry level / no experience,nlp_inferred
5283053739,,not_specified,3 months,nlp_inferred
5283065325,,not_specified,,not_specified
5269409866,,not_specified,,not_specified
5233343676,,not_specified,,not_specified
5283044405,,not_specified,Entry level / no experience,nlp_inferred
5283050633,,not_specified,,not_specified
5284560674,,not_specified,Entry level / no experience,nlp_inferred
5283048514,,not_specified,3 months,nlp_inferred
5283051351,,not_specified,Entry level / no experience,nlp_inferred
5284561769,,not_specified,Entry level / no experience,nlp_inferred
5284562759,,not_specified,3 months,nlp_inferred
5284562840,,not_specified,3 months,nlp_inferred
5283048696,,not_specified,Entry level / no experience,nlp_inferred
5283046810,,not_specified,Entry level / no experience,nlp_inferred
5283047569,,not_specified,Entry level / no experience,nlp_inferred
5284564883,,not_specified,Entry level / no experience,nlp_inferred
5284578464,,not_specified,Entry level / no experience,nlp_inferred
5279132955,,not_specified,,not_specified
5284588179,,not_specified,,not_specified
5255446540,,not_specified,Entry level / no experience,nlp_inferred
5238288733,Master's Degree,nlp_inferred,,not_specified
5269418789,,not_specified,Entry level / no experience,nlp_inferred
5143146117,,not_specified,,not_specified
5246867211,Master's Degree,nlp_inferred,35 years,nlp_inferred
5236938782,,not_specified,3 years,nlp_inferred
5233326883,,not_specified,,not_specified
5238246829,High School Diploma/GED,nlp_inferred,3 years,nlp_inferred
5258690168,High School Diploma/GED,nlp_inferred,12 months,nlp_inferred
5105003789,,not_specified,,not_specified
5258703807,High School Diploma/GED,dataset,Entry level / no experience,nlp_inferred
5258693113,Bachelor's Degree,nlp_inferred,12 months,nlp_inferred
5258705079,High School Diploma/GED,dataset,Entry level / no experience,nlp_inferred
5279122556,,not_specified,Entry level / no experience,nlp_inferred
5236897948,Certification,nlp_inferred,2 years,nlp_inferred
5262462362,Master's Degree,nlp_inferred,4 years,nlp_inferred
5212300694,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5212301633,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
4819121898,Bachelor's Degree,nlp_inferred,,not_specified
5198328269,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
4752052925,Bachelor's Degree,nlp_inferred,,not_specified
4524882367,Bachelor's Degree,nlp_inferred,,not_specified
5212298991,Certification,nlp_inferred,,not_specified
5184764692,Certification,nlp_inferred,,not_specified
5138410756,Bachelor's Degree,nlp_inferred,,not_specified
5259956396,Bachelor's Degree,nlp_inferred,10 years,nlp_inferred
5124501303,Doctorate,nlp_inferred,12 months,nlp_inferred
5241727478,Bachelor's Degree,nlp_inferred,18 years,nlp_inferred
5018624677,Doctorate,nlp_inferred,12 months,nlp_inferred
5280965614,Bachelor's Degree,nlp_inferred,,not_specified
5211165372,,not_specified,Entry level / no experience,nlp_inferred
5161883198,High School Diploma/GED,nlp_inferred,3 years,nlp_inferred
4887788456,Doctorate,nlp_inferred,12 months,nlp_inferred
4955777156,Doctorate,nlp_inferred,,not_specified
5030403344,Doctorate,nlp_inferred,,not_specified
5235495241,,not_specified,12 months,nlp_inferred
5233182247,Bachelor's Degree,nlp_inferred,5 years,nlp_inferred
5236657052,Certification,nlp_inferred,4 months,nlp_inferred
5249356179,Certification,nlp_inferred,18 years,nlp_inferred
5241736163,Bachelor's Degree,nlp_inferred,18 years,nlp_inferred
5138409780,Bachelor's Degree,nlp_inferred,,not_specified
5247405153,Bachelor's Degree,nlp_inferred,10 years,nlp_inferred
5238873672,,not_specified,,not_specified
5280810507,Associate Degree,nlp_inferred,,not_specified
5275612051,Master's Degree,nlp_inferred,2 years,nlp_inferred
5275602604,Bachelor's Degree,nlp_inferred,2 years,nlp_inferred
5188525563,Associate Degree,nlp_inferred,1 years,nlp_inferred
5238870960,High School Diploma/GED,nlp_inferred,,not_specified
5087580541,Master's Degree,nlp_inferred,,not_specified
5250400566,High School Diploma/GED,nlp_inferred,1 years,nlp_inferred
5267062748,Bachelor's Degree,nlp_inferred,6-8 years,nlp_inferred
5241724357,Bachelor's Degree,nlp_inferred,18 years,nlp_inferred
5250404800,Associate Degree,nlp_inferred,6 months,nlp_inferred
5260464646,Master's Degree,nlp_inferred,21 years,nlp_inferred
5262481403,Certification,nlp_inferred,,not_specified
5186218655,Certification,nlp_inferred,18 years,nlp_inferred
5138408908,Bachelor's Degree,nlp_inferred,,not_specified
5249542752,Master's Degree,nlp_inferred,,not_specified
5239119127,Doctorate,nlp_inferred,50 years,nlp_inferred
5214413951,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5212290022,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5214299771,,not_specified,10 years,nlp_inferred
5214320197,Bachelor's Degree,nlp_inferred,6 years,nlp_inferred
5212575688,,not_specified,Entry level / no experience,nlp_inferred
5212581072,,not_specified,18 years,nlp_inferred
5212294314,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5066382599,Certification,nlp_inferred,12 months,nlp_inferred
4676828329,,not_specified,,not_specified
5125181434,Doctorate,nlp_inferred,,not_specified
5138412413,Bachelor's Degree,nlp_inferred,,not_specified
5212301310,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5236802678,Bachelor's Degree,nlp_inferred,12 months,nlp_inferred
5278736357,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5247385860,,not_specified,,not_specified
5233353471,Bachelor's Degree,nlp_inferred,18 years,nlp_inferred
5212298001,Certification,nlp_inferred,,not_specified
5212299693,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5212289794,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5266919878,Bachelor's Degree,nlp_inferred,40 years,nlp_inferred
5236636109,High School Diploma/GED,nlp_inferred,,not_specified
5188516103,Associate Degree,nlp_inferred,1 years,nlp_inferred
5262487830,Master's Degree,nlp_inferred,21 years,nlp_inferred
5259864351,Master's Degree,nlp_inferred,,not_specified
5138411885,Bachelor's Degree,nlp_inferred,,not_specified
5270262649,High School Diploma/GED,nlp_inferred,1 years,nlp_inferred
5260534756,Bachelor's Degree,nlp_inferred,,not_specified
2865625906,Certification,nlp_inferred,30 years,nlp_inferred
5064639261,Doctorate,nlp_inferred,,not_specified
5188527166,High School Diploma/GED,nlp_inferred,2 years,nlp_inferred
5188526019,Associate Degree,nlp_inferred,1 years,nlp_inferred
5236876669,,not_specified,,not_specified
5255458328,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5212583701,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5249541845,Bachelor's Degree,nlp_inferred,,not_specified
5235483922,,not_specified,5 years,nlp_inferred
5030406337,Doctorate,nlp_inferred,,not_specified
5212292859,Certification,nlp_inferred,,not_specified
5212301348,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5188671674,High School Diploma/GED,nlp_inferred,3 months,nlp_inferred
5238873789,Certification,nlp_inferred,16 years,nlp_inferred
5262488390,Bachelor's Degree,nlp_inferred,,not_specified
5270257573,Bachelor's Degree,nlp_inferred,1-2 months,nlp_inferred
5285715508,Associate Degree,nlp_inferred,18 years,nlp_inferred
5270260442,Bachelor's Degree,nlp_inferred,6 months,nlp_inferred
5270262387,High School Diploma/GED,nlp_inferred,6 months,nlp_inferred
5270262107,,not_specified,1 years,nlp_inferred
5243814249,Associate Degree,nlp_inferred,,not_specified
5270315963,Bachelor's Degree,nlp_inferred,4 years,nlp_inferred
5212298348,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5285734608,,not_specified,,not_specified
5188517850,Certification,nlp_inferred,3 years,nlp_inferred
4991631053,Certification,nlp_inferred,,not_specified
5208931836,Master's Degree,nlp_inferred,10-0 years,nlp_inferred
5260464353,Bachelor's Degree,nlp_inferred,4 years,nlp_inferred
5285972707,,not_specified,,not_specified
5212508837,Certification,nlp_inferred,21 years,nlp_inferred
5255456589,Master's Degree,nlp_inferred,6 years,nlp_inferred
5238867533,,not_specified,,not_specified
5188519345,High School Diploma/GED,nlp_inferred,,not_specified
5235710968,Associate Degree,nlp_inferred,,not_specified
5239122984,Certification,nlp_inferred,2 years,nlp_inferred
5239123599,Bachelor's Degree,nlp_inferred,3 months,nlp_inferred
5239124279,Master's Degree,nlp_inferred,,not_specified
5214409036,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5004881119,Bachelor's Degree,nlp_inferred,5 years,nlp_inferred
5238873089,High School Diploma/GED,nlp_inferred,,not_specified
5195586978,Doctorate,nlp_inferred,12 months,nlp_inferred
5174978741,,not_specified,15 years,nlp_inferred
5259701768,Master's Degree,nlp_inferred,10 years,nlp_inferred
5236877064,,not_specified,24 months,nlp_inferred
5270225480,,not_specified,40 years,nlp_inferred
5189694286,Bachelor's Degree,nlp_inferred,4 years,nlp_inferred
5262436926,High School Diploma/GED,nlp_inferred,,not_specified
5254010800,Bachelor's Degree,nlp_inferred,,not_specified
4347136250,Bachelor's Degree,nlp_inferred,,not_specified
5260464026,Master's Degree,nlp_inferred,4 years,nlp_inferred
5138411249,Bachelor's Degree,nlp_inferred,,not_specified
5270258177,,not_specified,,not_specified
5270261270,High School Diploma/GED,nlp_inferred,6 months,nlp_inferred
5108219031,High School Diploma/GED,nlp_inferred,2 years,nlp_inferred
5188672412,,not_specified,,not_specified
5236712186,Bachelor's Degree,nlp_inferred,2 years,nlp_inferred
5238870093,Certification,nlp_inferred,,not_specified
5270190820,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5207470473,Master's Degree,nlp_inferred,1-2 years,nlp_inferred
5270257366,Bachelor's Degree,nlp_inferred,7 years,nlp_inferred
5127055772,Doctorate,nlp_inferred,,not_specified
5259706258,Bachelor's Degree,nlp_inferred,10-0 years,nlp_inferred
5259863323,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5259868652,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5188771867,Bachelor's Degree,nlp_inferred,1 years,nlp_inferred
5243438562,High School Diploma/GED,nlp_inferred,,not_specified
4996336515,Doctorate,nlp_inferred,,not_specified
5236638163,High School Diploma/GED,nlp_inferred,,not_specified
5259893178,,not_specified,21 years,nlp_inferred
5255656240,Bachelor's Degree,nlp_inferred,3-5 years,nlp_inferred
5255393250,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5270183108,Associate Degree,nlp_inferred,1 years,nlp_inferred
5207340335,High School Diploma/GED,nlp_inferred,4 years,nlp_inferred
5241735124,Bachelor's Degree,nlp_inferred,18 years,nlp_inferred
5241736730,Bachelor's Degree,nlp_inferred,18 years,nlp_inferred
5018628119,Certification,nlp_inferred,12 months,nlp_inferred
5238853093,Certification,nlp_inferred,16 years,nlp_inferred
5277101604,,not_specified,,not_specified
5275523256,,not_specified,40 years,nlp_inferred
5205674976,Bachelor's Degree,nlp_inferred,18 years,nlp_inferred
5050396834,Master's Degree,nlp_inferred,Entry level / no experience,nlp_inferred
5050419435,,not_specified,,not_specified
5260613732,High School Diploma/GED,dataset,Entry level / no experience,nlp_inferred
5050397640,Bachelor's Degree,nlp_inferred,,not_specified
5050397138,High School Diploma/GED,nlp_inferred,6 months,nlp_inferred
5050421488,High School Diploma/GED,nlp_inferred,23 years,nlp_inferred
5050443616,,not_specified,5 years,nlp_inferred
5050447681,High School Diploma/GED,nlp_inferred,95 years,nlp_inferred
5050444707,Associate Degree,nlp_inferred,2 years,nlp_inferred
5050431057,,not_specified,3 years,nlp_inferred
5050431900,,not_specified,,not_specified
5050418309,,not_specified,,not_specified
5280414184,,not_specified,Entry level / no experience,nlp_inferred
5050437993,Bachelor's Degree,nlp_inferred,5 years,nlp_inferred
5050443115,,not_specified,10 years,nlp_inferred
5050419732,High School Diploma/GED,nlp_inferred,23 years,nlp_inferred
5050418231,,not_specified,,not_specified
5050418437,,not_specified,,not_specified
5050418071,,not_specified,,not_specified
5050437372,Bachelor's Degree,nlp_inferred,7 years,nlp_inferred
5284563072,,not_specified,3 months,nlp_inferred
5050433909,Certification,nlp_inferred,21 years,nlp_inferred
5053248703,,not_specified,,not_specified
5050419457,,not_specified,,not_specified
5050420379,Doctorate,nlp_inferred,3 years,nlp_inferred
5050397353,,not_specified,,not_specified
5286331945,Associate Degree,nlp_inferred,,not_specified
5286331954,,not_specified,,not_specified
5286333027,Associate Degree,nlp_inferred,,not_specified
5286333817,,not_specified,3 months,nlp_inferred
5264648131,High School Diploma/GED,nlp_inferred,,not_specified
5286353333,,not_specified,Entry level / no experience,nlp_inferred
5286356416,,not_specified,3 months,nlp_inferred
5050436334,,not_specified,,not_specified
5050395586,Master's Degree,nlp_inferred,,not_specified
5050395216,High School Diploma/GED,nlp_inferred,6 months,nlp_inferred
5050447368,Bachelor's Degree,nlp_inferred,,not_specified
5050396125,Bachelor's Degree,nlp_inferred,,not_specified
5269406585,High School Diploma/GED,nlp_inferred,,not_specified
5018647966,Master's Degree,nlp_inferred,4-6 years,nlp_inferred
5061677811,Bachelor's Degree,nlp_inferred,7 years,nlp_inferred
5085642286,Associate Degree,nlp_inferred,,not_specified
5210793189,Bachelor's Degree,nlp_inferred,10 years,nlp_inferred
5212297045,Bachelor's Degree,nlp_inferred,5 years,nlp_inferred
5151232734,Associate Degree,nlp_inferred,,not_specified
4803883806,Bachelor's Degree,nlp_inferred,8 years,nlp_inferred
4355001062,Bachelor's Degree,nlp_inferred,,not_specified
4360958122,Bachelor's Degree,nlp_inferred,,not_specified
5238908512,Bachelor's Degree,nlp_inferred,1 years,nlp_inferred
4776811818,Bachelor's Degree,nlp_inferred,,not_specified
5208873453,,not_specified,3-5 years,nlp_inferred
5151339549,Bachelor's Degree,nlp_inferred,2 years,nlp_inferred
4888038461,Associate Degree,nlp_inferred,,not_specified
5214277880,,not_specified,40 years,nlp_inferred
5183241878,Bachelor's Degree,nlp_inferred,12 months,nlp_inferred
5151271913,,not_specified,40 years,nlp_inferred
5278734978,,not_specified,,not_specified
5277091948,,not_specified,,not_specified
5277091404,,not_specified,,not_specified
5280692090,,not_specified,,not_specified
5265290261,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
2764575153,Certification,nlp_inferred,,not_specified
5235677521,Bachelor's Degree,nlp_inferred,40 years,nlp_inferred
4301691127,,not_specified,,not_specified
5277096613,,not_specified,,not_specified
5277103082,,not_specified,,not_specified
5280715539,Bachelor's Degree,nlp_inferred,2 years,nlp_inferred
5262328624,Bachelor's Degree,nlp_inferred,5 years,nlp_inferred
5270202350,Master's Degree,nlp_inferred,4 years,nlp_inferred
5115414755,,not_specified,,not_specified
5262463338,High School Diploma/GED,nlp_inferred,,not_specified
5139206826,High School Diploma/GED,nlp_inferred,17-0 years,nlp_inferred
5264114719,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5243432050,,not_specified,,not_specified
5245025598,Master's Degree,nlp_inferred,10 years,nlp_inferred
5278850756,Associate Degree,nlp_inferred,1-2 years,nlp_inferred
5280812439,Associate Degree,nlp_inferred,6 months,nlp_inferred
5260380312,Associate Degree,nlp_inferred,1 years,nlp_inferred
5188625291,Bachelor's Degree,nlp_inferred,18 years,nlp_inferred
5280815010,Master's Degree,nlp_inferred,7 years,nlp_inferred
5243433451,High School Diploma/GED,nlp_inferred,85 months,nlp_inferred
5270225729,Bachelor's Degree,nlp_inferred,2 months,nlp_inferred
5262566669,Master's Degree,nlp_inferred,7-10 years,nlp_inferred
5259955194,Associate Degree,nlp_inferred,4 years,nlp_inferred
5161545166,,not_specified,20 years,nlp_inferred
5259801266,,not_specified,,not_specified
5186242516,Master's Degree,nlp_inferred,40 years,nlp_inferred
4792580322,,not_specified,4 months,nlp_inferred
5052754987,,not_specified,15 years,nlp_inferred
5239029740,Master's Degree,nlp_inferred,4-6 years,nlp_inferred
5278889884,,not_specified,40 years,nlp_inferred
5233260054,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5247192129,Master's Degree,nlp_inferred,18 years,nlp_inferred
4913844638,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
5061672388,Bachelor's Degree,nlp_inferred,3 years,nlp_inferred
2541399766,Certification,nlp_inferred,,not_specified
5247212633,High School Diploma/GED,nlp_inferred,6-8 years,nlp_inferred
5247216255,,not_specified,4 years,nlp_inferred
5243587976,Master's Degree,nlp_inferred,,not_specified
5215932822,High School Diploma/GED,nlp_inferred,18 years,nlp_inferred
5278933371,High School Diploma/GED,nlp_inferred,,not_specified
5262484254,,not_specified,,not_specified
5175754946,Bachelor's Degree,nlp_inferred,1-2 years,nlp_inferred
5071784489,Certification,nlp_inferred,,not_specified
5247323103,Bachelor's Degree,nlp_inferred,7 years,nlp_inferred
5243725894,,not_specified,,not_specified
4979576819,,not_specified,6 years,nlp_inferred
5175596154,Bachelor's Degree,nlp_inferred,10 years,nlp_inferred
5236862638,,not_specified,1 years,nlp_inferred
5278974448,High School Diploma/GED,nlp_inferred,,not_specified
5247339899,,not_specified,,not_specified
5160704536,Bachelor's Degree,nlp_inferred,,not_specified
5247342971,,not_specified,3-4 years,nlp_inferred
5277352469,High School Diploma/GED,nlp_inferred,Entry level / no experience,nlp_inferred
5027059008,Master's Degree,nlp_inferred,5 years,nlp_inferred
5172432302,High School Diploma/GED,nlp_inferred,17-0 years,nlp_inferred
5278975395,Bachelor's Degree,nlp_inferred,,not_specified
5243809995,Certification,nlp_inferred,6 months,nlp_inferred
5161866098,Associate Degree,nlp_inferred,1-3 years,nlp_inferred
5249548982,High School Diploma/GED,nlp_inferred,,not_specified
4752054180,Bachelor's Degree,nlp_inferred,,not_specified
5029506576,,not_specified,2-5 years,nlp_inferred
5164922471,Master's Degree,nlp_inferred,10 years,nlp_inferred
5177497022,High School Diploma/GED,nlp_inferred,1 years,nlp_inferred
4978846354,,not_specified,40 years,nlp_inferred
5021986708,Certification,nlp_inferred,5 years,nlp_inferred
4954385763,High School Diploma/GED,nlp_inferred,,not_specified
5177631732,Bachelor's Degree,nlp_inferred,,not_specified
5198708599,Bachelor's Degree,nlp_inferred,,not_specified
2865778407,High School Diploma/GED,nlp_inferred,,not_specified
4910144627,Bachelor's Degree,nlp_inferred,8 years,nlp_inferred
5232462060,Bachelor's Degree,nlp_inferred,12-18 months,nlp_inferred
5208936373,Bachelor's Degree,nlp_inferred,5 years,nlp_inferred
5138289802,Bachelor's Degree,nlp_inferred,15 years,nlp_inferred
5232496450,,not_specified,,not_specified
5223184290,Associate Degree,nlp_inferred,21 years,nlp_inferred
5151421863,High School Diploma/GED,nlp_inferred,,not_specified
4513203454,Bachelor's Degree,nlp_inferred,,not_specified
5075524764,Master's Degree,nlp_inferred,5 years,nlp_inferred
4896994516,Bachelor's Degree,nlp_inferred,,not_specified
5087340158,Associate Degree,nlp_inferred,1-3 years,nlp_inferred
4967855967,Master's Degree,nlp_inferred,12 months,nlp_inferred
